facility_id,facility_name,legacy_system_id,property_type,service_type,lease_start_date,lease_end_date,vendor_id,manager_name,unit_count,is_active,external_ref_id,notes,occupancy_status,created_date,internal_row_id,data_source_system
facility_id_107,facility_name_107,legacy_system_id_107,property_type_107,service_type_107,lease_start_date_107,lease_end_date_107,vendor_id_107,manager_name_107,unit_count_107,is_active_107,external_ref_id_107,notes_107,occupancy_status_107,created_date_107,internal_row_id_107,data_source_system_107
facility_id_108,facility_name_108,legacy_system_id_108,property_type_108,service_type_108,lease_start_date_108,lease_end_date_108,vendor_id_108,manager_name_108,unit_count_108,is_active_108,external_ref_id_108,notes_108,occupancy_status_108,created_date_108,internal_row_id_108,data_source_system_108
facility_id_109,facility_name_109,legacy_system_id_109,property_type_109,service_type_109,lease_start_date_109,lease_end_date_109,vendor_id_109,manager_name_109,unit_count_109,is_active_109,external_ref_id_109,notes_109,occupancy_status_109,created_date_109,internal_row_id_109,data_source_system_109
facility_id_110,facility_name_110,legacy_system_id_110,property_type_110,service_type_110,lease_start_date_110,lease_end_date_110,vendor_id_110,manager_name_110,unit_count_110,is_active_110,external_ref_id_110,notes_110,occupancy_status_110,created_date_110,internal_row_id_110,data_source_system_110
facility_id_111,facility_name_111,legacy_system_id_111,property_type_111,service_type_111,lease_start_date_111,lease_end_date_111,vendor_id_111,manager_name_111,unit_count_111,is_active_111,external_ref_id_111,notes_111,occupancy_status_111,created_date_111,internal_row_id_111,data_source_system_111
facility_id_112,facility_name_112,legacy_system_id_112,property_type_112,service_type_112,lease_start_date_112,lease_end_date_112,vendor_id_112,manager_name_112,unit_count_112,is_active_112,external_ref_id_112,notes_112,occupancy_status_112,created_date_112,internal_row_id_112,data_source_system_112
facility_id_113,facility_name_113,legacy_system_id_113,property_type_113,service_type_113,lease_start_date_113,lease_end_date_113,vendor_id_113,manager_name_113,unit_count_113,is_active_113,external_ref_id_113,notes_113,occupancy_status_113,created_date_113,internal_row_id_113,data_source_system_113
facility_id_114,facility_name_114,legacy_system_id_114,property_type_114,service_type_114,lease_start_date_114,lease_end_date_114,vendor_id_114,manager_name_114,unit_count_114,is_active_114,external_ref_id_114,notes_114,occupancy_status_114,created_date_114,internal_row_id_114,data_source_system_114
facility_id_115,facility_name_115,legacy_system_id_115,property_type_115,service_type_115,lease_start_date_115,lease_end_date_115,vendor_id_115,manager_name_115,unit_count_115,is_active_115,external_ref_id_115,notes_115,occupancy_status_115,created_date_115,internal_row_id_115,data_source_system_115
facility_id_116,facility_name_116,legacy_system_id_116,property_type_116,service_type_116,lease_start_date_116,lease_end_date_116,vendor_id_116,manager_name_116,unit_count_116,is_active_116,external_ref_id_116,notes_116,occupancy_status_116,created_date_116,internal_row_id_116,data_source_system_116
facility_id_117,facility_name_117,legacy_system_id_117,property_type_117,service_type_117,lease_start_date_117,lease_end_date_117,vendor_id_117,manager_name_117,unit_count_117,is_active_117,external_ref_id_117,notes_117,occupancy_status_117,created_date_117,internal_row_id_117,data_source_system_117
facility_id_118,facility_name_118,legacy_system_id_118,property_type_118,service_type_118,lease_start_date_118,lease_end_date_118,vendor_id_118,manager_name_118,unit_count_118,is_active_118,external_ref_id_118,notes_118,occupancy_status_118,created_date_118,internal_row_id_118,data_source_system_118
facility_id_119,facility_name_119,legacy_system_id_119,property_type_119,service_type_119,lease_start_date_119,lease_end_date_119,vendor_id_119,manager_name_119,unit_count_119,is_active_119,external_ref_id_119,notes_119,occupancy_status_119,created_date_119,internal_row_id_119,data_source_system_119
facility_id_120,facility_name_120,legacy_system_id_120,property_type_120,service_type_120,lease_start_date_120,lease_end_date_120,vendor_id_120,manager_name_120,unit_count_120,is_active_120,external_ref_id_120,notes_120,occupancy_status_120,created_date_120,internal_row_id_120,data_source_system_120
facility_id_121,facility_name_121,legacy_system_id_121,property_type_121,service_type_121,lease_start_date_121,lease_end_date_121,vendor_id_121,manager_name_121,unit_count_121,is_active_121,external_ref_id_121,notes_121,occupancy_status_121,created_date_121,internal_row_id_121,data_source_system_121
facility_id_122,facility_name_122,legacy_system_id_122,property_type_122,service_type_122,lease_start_date_122,lease_end_date_122,vendor_id_122,manager_name_122,unit_count_122,is_active_122,external_ref_id_122,notes_122,occupancy_status_122,created_date_122,internal_row_id_122,data_source_system_122
facility_id_123,facility_name_123,legacy_system_id_123,property_type_123,service_type_123,lease_start_date_123,lease_end_date_123,vendor_id_123,manager_name_123,unit_count_123,is_active_123,external_ref_id_123,notes_123,occupancy_status_123,created_date_123,internal_row_id_123,data_source_system_123
facility_id_124,facility_name_124,legacy_system_id_124,property_type_124,service_type_124,lease_start_date_124,lease_end_date_124,vendor_id_124,manager_name_124,unit_count_124,is_active_124,external_ref_id_124,notes_124,occupancy_status_124,created_date_124,internal_row_id_124,data_source_system_124
facility_id_125,facility_name_125,legacy_system_id_125,property_type_125,service_type_125,lease_start_date_125,lease_end_date_125,vendor_id_125,manager_name_125,unit_count_125,is_active_125,external_ref_id_125,notes_125,occupancy_status_125,created_date_125,internal_row_id_125,data_source_system_125
facility_id_126,facility_name_126,legacy_system_id_126,property_type_126,service_type_126,lease_start_date_126,lease_end_date_126,vendor_id_126,manager_name_126,unit_count_126,is_active_126,external_ref_id_126,notes_126,occupancy_status_126,created_date_126,internal_row_id_126,data_source_system_126
facility_id_127,facility_name_127,legacy_system_id_127,property_type_127,service_type_127,lease_start_date_127,lease_end_date_127,vendor_id_127,manager_name_127,unit_count_127,is_active_127,external_ref_id_127,notes_127,occupancy_status_127,created_date_127,internal_row_id_127,data_source_system_127
facility_id_128,facility_name_128,legacy_system_id_128,property_type_128,service_type_128,lease_start_date_128,lease_end_date_128,vendor_id_128,manager_name_128,unit_count_128,is_active_128,external_ref_id_128,notes_128,occupancy_status_128,created_date_128,internal_row_id_128,data_source_system_128
facility_id_129,facility_name_129,legacy_system_id_129,property_type_129,service_type_129,lease_start_date_129,lease_end_date_129,vendor_id_129,manager_name_129,unit_count_129,is_active_129,external_ref_id_129,notes_129,occupancy_status_129,created_date_129,internal_row_id_129,data_source_system_129
facility_id_130,facility_name_130,legacy_system_id_130,property_type_130,service_type_130,lease_start_date_130,lease_end_date_130,vendor_id_130,manager_name_130,unit_count_130,is_active_130,external_ref_id_130,notes_130,occupancy_status_130,created_date_130,internal_row_id_130,data_source_system_130
facility_id_131,facility_name_131,legacy_system_id_131,property_type_131,service_type_131,lease_start_date_131,lease_end_date_131,vendor_id_131,manager_name_131,unit_count_131,is_active_131,external_ref_id_131,notes_131,occupancy_status_131,created_date_131,internal_row_id_131,data_source_system_131
facility_id_132,facility_name_132,legacy_system_id_132,property_type_132,service_type_132,lease_start_date_132,lease_end_date_132,vendor_id_132,manager_name_132,unit_count_132,is_active_132,external_ref_id_132,notes_132,occupancy_status_132,created_date_132,internal_row_id_132,data_source_system_132
facility_id_133,facility_name_133,legacy_system_id_133,property_type_133,service_type_133,lease_start_date_133,lease_end_date_133,vendor_id_133,manager_name_133,unit_count_133,is_active_133,external_ref_id_133,notes_133,occupancy_status_133,created_date_133,internal_row_id_133,data_source_system_133
facility_id_134,facility_name_134,legacy_system_id_134,property_type_134,service_type_134,lease_start_date_134,lease_end_date_134,vendor_id_134,manager_name_134,unit_count_134,is_active_134,external_ref_id_134,notes_134,occupancy_status_134,created_date_134,internal_row_id_134,data_source_system_134
facility_id_135,facility_name_135,legacy_system_id_135,property_type_135,service_type_135,lease_start_date_135,lease_end_date_135,vendor_id_135,manager_name_135,unit_count_135,is_active_135,external_ref_id_135,notes_135,occupancy_status_135,created_date_135,internal_row_id_135,data_source_system_135
facility_id_136,facility_name_136,legacy_system_id_136,property_type_136,service_type_136,lease_start_date_136,lease_end_date_136,vendor_id_136,manager_name_136,unit_count_136,is_active_136,external_ref_id_136,notes_136,occupancy_status_136,created_date_136,internal_row_id_136,data_source_system_136
facility_id_137,facility_name_137,legacy_system_id_137,property_type_137,service_type_137,lease_start_date_137,lease_end_date_137,vendor_id_137,manager_name_137,unit_count_137,is_active_137,external_ref_id_137,notes_137,occupancy_status_137,created_date_137,internal_row_id_137,data_source_system_137
facility_id_138,facility_name_138,legacy_system_id_138,property_type_138,service_type_138,lease_start_date_138,lease_end_date_138,vendor_id_138,manager_name_138,unit_count_138,is_active_138,external_ref_id_138,notes_138,occupancy_status_138,created_date_138,internal_row_id_138,data_source_system_138
facility_id_139,facility_name_139,legacy_system_id_139,property_type_139,service_type_139,lease_start_date_139,lease_end_date_139,vendor_id_139,manager_name_139,unit_count_139,is_active_139,external_ref_id_139,notes_139,occupancy_status_139,created_date_139,internal_row_id_139,data_source_system_139
facility_id_140,facility_name_140,legacy_system_id_140,property_type_140,service_type_140,lease_start_date_140,lease_end_date_140,vendor_id_140,manager_name_140,unit_count_140,is_active_140,external_ref_id_140,notes_140,occupancy_status_140,created_date_140,internal_row_id_140,data_source_system_140
facility_id_141,facility_name_141,legacy_system_id_141,property_type_141,service_type_141,lease_start_date_141,lease_end_date_141,vendor_id_141,manager_name_141,unit_count_141,is_active_141,external_ref_id_141,notes_141,occupancy_status_141,created_date_141,internal_row_id_141,data_source_system_141
facility_id_142,facility_name_142,legacy_system_id_142,property_type_142,service_type_142,lease_start_date_142,lease_end_date_142,vendor_id_142,manager_name_142,unit_count_142,is_active_142,external_ref_id_142,notes_142,occupancy_status_142,created_date_142,internal_row_id_142,data_source_system_142
facility_id_143,facility_name_143,legacy_system_id_143,property_type_143,service_type_143,lease_start_date_143,lease_end_date_143,vendor_id_143,manager_name_143,unit_count_143,is_active_143,external_ref_id_143,notes_143,occupancy_status_143,created_date_143,internal_row_id_143,data_source_system_143
facility_id_144,facility_name_144,legacy_system_id_144,property_type_144,service_type_144,lease_start_date_144,lease_end_date_144,vendor_id_144,manager_name_144,unit_count_144,is_active_144,external_ref_id_144,notes_144,occupancy_status_144,created_date_144,internal_row_id_144,data_source_system_144
facility_id_145,facility_name_145,legacy_system_id_145,property_type_145,service_type_145,lease_start_date_145,lease_end_date_145,vendor_id_145,manager_name_145,unit_count_145,is_active_145,external_ref_id_145,notes_145,occupancy_status_145,created_date_145,internal_row_id_145,data_source_system_145
facility_id_146,facility_name_146,legacy_system_id_146,property_type_146,service_type_146,lease_start_date_146,lease_end_date_146,vendor_id_146,manager_name_146,unit_count_146,is_active_146,external_ref_id_146,notes_146,occupancy_status_146,created_date_146,internal_row_id_146,data_source_system_146
facility_id_147,facility_name_147,legacy_system_id_147,property_type_147,service_type_147,lease_start_date_147,lease_end_date_147,vendor_id_147,manager_name_147,unit_count_147,is_active_147,external_ref_id_147,notes_147,occupancy_status_147,created_date_147,internal_row_id_147,data_source_system_147
facility_id_148,facility_name_148,legacy_system_id_148,property_type_148,service_type_148,lease_start_date_148,lease_end_date_148,vendor_id_148,manager_name_148,unit_count_148,is_active_148,external_ref_id_148,notes_148,occupancy_status_148,created_date_148,internal_row_id_148,data_source_system_148
facility_id_149,facility_name_149,legacy_system_id_149,property_type_149,service_type_149,lease_start_date_149,lease_end_date_149,vendor_id_149,manager_name_149,unit_count_149,is_active_149,external_ref_id_149,notes_149,occupancy_status_149,created_date_149,internal_row_id_149,data_source_system_149
facility_id_150,facility_name_150,legacy_system_id_150,property_type_150,service_type_150,lease_start_date_150,lease_end_date_150,vendor_id_150,manager_name_150,unit_count_150,is_active_150,external_ref_id_150,notes_150,occupancy_status_150,created_date_150,internal_row_id_150,data_source_system_150
facility_id_151,facility_name_151,legacy_system_id_151,property_type_151,service_type_151,lease_start_date_151,lease_end_date_151,vendor_id_151,manager_name_151,unit_count_151,is_active_151,external_ref_id_151,notes_151,occupancy_status_151,created_date_151,internal_row_id_151,data_source_system_151
facility_id_152,facility_name_152,legacy_system_id_152,property_type_152,service_type_152,lease_start_date_152,lease_end_date_152,vendor_id_152,manager_name_152,unit_count_152,is_active_152,external_ref_id_152,notes_152,occupancy_status_152,created_date_152,internal_row_id_152,data_source_system_152
facility_id_153,facility_name_153,legacy_system_id_153,property_type_153,service_type_153,lease_start_date_153,lease_end_date_153,vendor_id_153,manager_name_153,unit_count_153,is_active_153,external_ref_id_153,notes_153,occupancy_status_153,created_date_153,internal_row_id_153,data_source_system_153
facility_id_154,facility_name_154,legacy_system_id_154,property_type_154,service_type_154,lease_start_date_154,lease_end_date_154,vendor_id_154,manager_name_154,unit_count_154,is_active_154,external_ref_id_154,notes_154,occupancy_status_154,created_date_154,internal_row_id_154,data_source_system_154
facility_id_155,facility_name_155,legacy_system_id_155,property_type_155,service_type_155,lease_start_date_155,lease_end_date_155,vendor_id_155,manager_name_155,unit_count_155,is_active_155,external_ref_id_155,notes_155,occupancy_status_155,created_date_155,internal_row_id_155,data_source_system_155
facility_id_156,facility_name_156,legacy_system_id_156,property_type_156,service_type_156,lease_start_date_156,lease_end_date_156,vendor_id_156,manager_name_156,unit_count_156,is_active_156,external_ref_id_156,notes_156,occupancy_status_156,created_date_156,internal_row_id_156,data_source_system_156
facility_id_157,facility_name_157,legacy_system_id_157,property_type_157,service_type_157,lease_start_date_157,lease_end_date_157,vendor_id_157,manager_name_157,unit_count_157,is_active_157,external_ref_id_157,notes_157,occupancy_status_157,created_date_157,internal_row_id_157,data_source_system_157
facility_id_158,facility_name_158,legacy_system_id_158,property_type_158,service_type_158,lease_start_date_158,lease_end_date_158,vendor_id_158,manager_name_158,unit_count_158,is_active_158,external_ref_id_158,notes_158,occupancy_status_158,created_date_158,internal_row_id_158,data_source_system_158
facility_id_159,facility_name_159,legacy_system_id_159,property_type_159,service_type_159,lease_start_date_159,lease_end_date_159,vendor_id_159,manager_name_159,unit_count_159,is_active_159,external_ref_id_159,notes_159,occupancy_status_159,created_date_159,internal_row_id_159,data_source_system_159
facility_id_160,facility_name_160,legacy_system_id_160,property_type_160,service_type_160,lease_start_date_160,lease_end_date_160,vendor_id_160,manager_name_160,unit_count_160,is_active_160,external_ref_id_160,notes_160,occupancy_status_160,created_date_160,internal_row_id_160,data_source_system_160
facility_id_161,facility_name_161,legacy_system_id_161,property_type_161,service_type_161,lease_start_date_161,lease_end_date_161,vendor_id_161,manager_name_161,unit_count_161,is_active_161,external_ref_id_161,notes_161,occupancy_status_161,created_date_161,internal_row_id_161,data_source_system_161
facility_id_162,facility_name_162,legacy_system_id_162,property_type_162,service_type_162,lease_start_date_162,lease_end_date_162,vendor_id_162,manager_name_162,unit_count_162,is_active_162,external_ref_id_162,notes_162,occupancy_status_162,created_date_162,internal_row_id_162,data_source_system_162
facility_id_163,facility_name_163,legacy_system_id_163,property_type_163,service_type_163,lease_start_date_163,lease_end_date_163,vendor_id_163,manager_name_163,unit_count_163,is_active_163,external_ref_id_163,notes_163,occupancy_status_163,created_date_163,internal_row_id_163,data_source_system_163
facility_id_164,facility_name_164,legacy_system_id_164,property_type_164,service_type_164,lease_start_date_164,lease_end_date_164,vendor_id_164,manager_name_164,unit_count_164,is_active_164,external_ref_id_164,notes_164,occupancy_status_164,created_date_164,internal_row_id_164,data_source_system_164
facility_id_165,facility_name_165,legacy_system_id_165,property_type_165,service_type_165,lease_start_date_165,lease_end_date_165,vendor_id_165,manager_name_165,unit_count_165,is_active_165,external_ref_id_165,notes_165,occupancy_status_165,created_date_165,internal_row_id_165,data_source_system_165
facility_id_166,facility_name_166,legacy_system_id_166,property_type_166,service_type_166,lease_start_date_166,lease_end_date_166,vendor_id_166,manager_name_166,unit_count_166,is_active_166,external_ref_id_166,notes_166,occupancy_status_166,created_date_166,internal_row_id_166,data_source_system_166
facility_id_167,facility_name_167,legacy_system_id_167,property_type_167,service_type_167,lease_start_date_167,lease_end_date_167,vendor_id_167,manager_name_167,unit_count_167,is_active_167,external_ref_id_167,notes_167,occupancy_status_167,created_date_167,internal_row_id_167,data_source_system_167
facility_id_168,facility_name_168,legacy_system_id_168,property_type_168,service_type_168,lease_start_date_168,lease_end_date_168,vendor_id_168,manager_name_168,unit_count_168,is_active_168,external_ref_id_168,notes_168,occupancy_status_168,created_date_168,internal_row_id_168,data_source_system_168
facility_id_169,facility_name_169,legacy_system_id_169,property_type_169,service_type_169,lease_start_date_169,lease_end_date_169,vendor_id_169,manager_name_169,unit_count_169,is_active_169,external_ref_id_169,notes_169,occupancy_status_169,created_date_169,internal_row_id_169,data_source_system_169
facility_id_170,facility_name_170,legacy_system_id_170,property_type_170,service_type_170,lease_start_date_170,lease_end_date_170,vendor_id_170,manager_name_170,unit_count_170,is_active_170,external_ref_id_170,notes_170,occupancy_status_170,created_date_170,internal_row_id_170,data_source_system_170
facility_id_171,facility_name_171,legacy_system_id_171,property_type_171,service_type_171,lease_start_date_171,lease_end_date_171,vendor_id_171,manager_name_171,unit_count_171,is_active_171,external_ref_id_171,notes_171,occupancy_status_171,created_date_171,internal_row_id_171,data_source_system_171
facility_id_172,facility_name_172,legacy_system_id_172,property_type_172,service_type_172,lease_start_date_172,lease_end_date_172,vendor_id_172,manager_name_172,unit_count_172,is_active_172,external_ref_id_172,notes_172,occupancy_status_172,created_date_172,internal_row_id_172,data_source_system_172
facility_id_173,facility_name_173,legacy_system_id_173,property_type_173,service_type_173,lease_start_date_173,lease_end_date_173,vendor_id_173,manager_name_173,unit_count_173,is_active_173,external_ref_id_173,notes_173,occupancy_status_173,created_date_173,internal_row_id_173,data_source_system_173
facility_id_174,facility_name_174,legacy_system_id_174,property_type_174,service_type_174,lease_start_date_174,lease_end_date_174,vendor_id_174,manager_name_174,unit_count_174,is_active_174,external_ref_id_174,notes_174,occupancy_status_174,created_date_174,internal_row_id_174,data_source_system_174
facility_id_175,facility_name_175,legacy_system_id_175,property_type_175,service_type_175,lease_start_date_175,lease_end_date_175,vendor_id_175,manager_name_175,unit_count_175,is_active_175,external_ref_id_175,notes_175,occupancy_status_175,created_date_175,internal_row_id_175,data_source_system_175
facility_id_176,facility_name_176,legacy_system_id_176,property_type_176,service_type_176,lease_start_date_176,lease_end_date_176,vendor_id_176,manager_name_176,unit_count_176,is_active_176,external_ref_id_176,notes_176,occupancy_status_176,created_date_176,internal_row_id_176,data_source_system_176
facility_id_177,facility_name_177,legacy_system_id_177,property_type_177,service_type_177,lease_start_date_177,lease_end_date_177,vendor_id_177,manager_name_177,unit_count_177,is_active_177,external_ref_id_177,notes_177,occupancy_status_177,created_date_177,internal_row_id_177,data_source_system_177
facility_id_178,facility_name_178,legacy_system_id_178,property_type_178,service_type_178,lease_start_date_178,lease_end_date_178,vendor_id_178,manager_name_178,unit_count_178,is_active_178,external_ref_id_178,notes_178,occupancy_status_178,created_date_178,internal_row_id_178,data_source_system_178
facility_id_179,facility_name_179,legacy_system_id_179,property_type_179,service_type_179,lease_start_date_179,lease_end_date_179,vendor_id_179,manager_name_179,unit_count_179,is_active_179,external_ref_id_179,notes_179,occupancy_status_179,created_date_179,internal_row_id_179,data_source_system_179
facility_id_180,facility_name_180,legacy_system_id_180,property_type_180,service_type_180,lease_start_date_180,lease_end_date_180,vendor_id_180,manager_name_180,unit_count_180,is_active_180,external_ref_id_180,notes_180,occupancy_status_180,created_date_180,internal_row_id_180,data_source_system_180
facility_id_181,facility_name_181,legacy_system_id_181,property_type_181,service_type_181,lease_start_date_181,lease_end_date_181,vendor_id_181,manager_name_181,unit_count_181,is_active_181,external_ref_id_181,notes_181,occupancy_status_181,created_date_181,internal_row_id_181,data_source_system_181
facility_id_182,facility_name_182,legacy_system_id_182,property_type_182,service_type_182,lease_start_date_182,lease_end_date_182,vendor_id_182,manager_name_182,unit_count_182,is_active_182,external_ref_id_182,notes_182,occupancy_status_182,created_date_182,internal_row_id_182,data_source_system_182
facility_id_183,facility_name_183,legacy_system_id_183,property_type_183,service_type_183,lease_start_date_183,lease_end_date_183,vendor_id_183,manager_name_183,unit_count_183,is_active_183,external_ref_id_183,notes_183,occupancy_status_183,created_date_183,internal_row_id_183,data_source_system_183
facility_id_184,facility_name_184,legacy_system_id_184,property_type_184,service_type_184,lease_start_date_184,lease_end_date_184,vendor_id_184,manager_name_184,unit_count_184,is_active_184,external_ref_id_184,notes_184,occupancy_status_184,created_date_184,internal_row_id_184,data_source_system_184
facility_id_185,facility_name_185,legacy_system_id_185,property_type_185,service_type_185,lease_start_date_185,lease_end_date_185,vendor_id_185,manager_name_185,unit_count_185,is_active_185,external_ref_id_185,notes_185,occupancy_status_185,created_date_185,internal_row_id_185,data_source_system_185
facility_id_186,facility_name_186,legacy_system_id_186,property_type_186,service_type_186,lease_start_date_186,lease_end_date_186,vendor_id_186,manager_name_186,unit_count_186,is_active_186,external_ref_id_186,notes_186,occupancy_status_186,created_date_186,internal_row_id_186,data_source_system_186
facility_id_187,facility_name_187,legacy_system_id_187,property_type_187,service_type_187,lease_start_date_187,lease_end_date_187,vendor_id_187,manager_name_187,unit_count_187,is_active_187,external_ref_id_187,notes_187,occupancy_status_187,created_date_187,internal_row_id_187,data_source_system_187
facility_id_188,facility_name_188,legacy_system_id_188,property_type_188,service_type_188,lease_start_date_188,lease_end_date_188,vendor_id_188,manager_name_188,unit_count_188,is_active_188,external_ref_id_188,notes_188,occupancy_status_188,created_date_188,internal_row_id_188,data_source_system_188
facility_id_189,facility_name_189,legacy_system_id_189,property_type_189,service_type_189,lease_start_date_189,lease_end_date_189,vendor_id_189,manager_name_189,unit_count_189,is_active_189,external_ref_id_189,notes_189,occupancy_status_189,created_date_189,internal_row_id_189,data_source_system_189
facility_id_190,facility_name_190,legacy_system_id_190,property_type_190,service_type_190,lease_start_date_190,lease_end_date_190,vendor_id_190,manager_name_190,unit_count_190,is_active_190,external_ref_id_190,notes_190,occupancy_status_190,created_date_190,internal_row_id_190,data_source_system_190
facility_id_191,facility_name_191,legacy_system_id_191,property_type_191,service_type_191,lease_start_date_191,lease_end_date_191,vendor_id_191,manager_name_191,unit_count_191,is_active_191,external_ref_id_191,notes_191,occupancy_status_191,created_date_191,internal_row_id_191,data_source_system_191
facility_id_192,facility_name_192,legacy_system_id_192,property_type_192,service_type_192,lease_start_date_192,lease_end_date_192,vendor_id_192,manager_name_192,unit_count_192,is_active_192,external_ref_id_192,notes_192,occupancy_status_192,created_date_192,internal_row_id_192,data_source_system_192
facility_id_193,facility_name_193,legacy_system_id_193,property_type_193,service_type_193,lease_start_date_193,lease_end_date_193,vendor_id_193,manager_name_193,unit_count_193,is_active_193,external_ref_id_193,notes_193,occupancy_status_193,created_date_193,internal_row_id_193,data_source_system_193
facility_id_194,facility_name_194,legacy_system_id_194,property_type_194,service_type_194,lease_start_date_194,lease_end_date_194,vendor_id_194,manager_name_194,unit_count_194,is_active_194,external_ref_id_194,notes_194,occupancy_status_194,created_date_194,internal_row_id_194,data_source_system_194
facility_id_195,facility_name_195,legacy_system_id_195,property_type_195,service_type_195,lease_start_date_195,lease_end_date_195,vendor_id_195,manager_name_195,unit_count_195,is_active_195,external_ref_id_195,notes_195,occupancy_status_195,created_date_195,internal_row_id_195,data_source_system_195
facility_id_196,facility_name_196,legacy_system_id_196,property_type_196,service_type_196,lease_start_date_196,lease_end_date_196,vendor_id_196,manager_name_196,unit_count_196,is_active_196,external_ref_id_196,notes_196,occupancy_status_196,created_date_196,internal_row_id_196,data_source_system_196
facility_id_197,facility_name_197,legacy_system_id_197,property_type_197,service_type_197,lease_start_date_197,lease_end_date_197,vendor_id_197,manager_name_197,unit_count_197,is_active_197,external_ref_id_197,notes_197,occupancy_status_197,created_date_197,internal_row_id_197,data_source_system_197
facility_id_198,facility_name_198,legacy_system_id_198,property_type_198,service_type_198,lease_start_date_198,lease_end_date_198,vendor_id_198,manager_name_198,unit_count_198,is_active_198,external_ref_id_198,notes_198,occupancy_status_198,created_date_198,internal_row_id_198,data_source_system_198
facility_id_199,facility_name_199,legacy_system_id_199,property_type_199,service_type_199,lease_start_date_199,lease_end_date_199,vendor_id_199,manager_name_199,unit_count_199,is_active_199,external_ref_id_199,notes_199,occupancy_status_199,created_date_199,internal_row_id_199,data_source_system_199
facility_id_200,facility_name_200,legacy_system_id_200,property_type_200,service_type_200,lease_start_date_200,lease_end_date_200,vendor_id_200,manager_name_200,unit_count_200,is_active_200,external_ref_id_200,notes_200,occupancy_status_200,created_date_200,internal_row_id_200,data_source_system_200
facility_id_201,facility_name_201,legacy_system_id_201,property_type_201,service_type_201,lease_start_date_201,lease_end_date_201,vendor_id_201,manager_name_201,unit_count_201,is_active_201,external_ref_id_201,notes_201,occupancy_status_201,created_date_201,internal_row_id_201,data_source_system_201
facility_id_202,facility_name_202,legacy_system_id_202,property_type_202,service_type_202,lease_start_date_202,lease_end_date_202,vendor_id_202,manager_name_202,unit_count_202,is_active_202,external_ref_id_202,notes_202,occupancy_status_202,created_date_202,internal_row_id_202,data_source_system_202
facility_id_203,facility_name_203,legacy_system_id_203,property_type_203,service_type_203,lease_start_date_203,lease_end_date_203,vendor_id_203,manager_name_203,unit_count_203,is_active_203,external_ref_id_203,notes_203,occupancy_status_203,created_date_203,internal_row_id_203,data_source_system_203
facility_id_204,facility_name_204,legacy_system_id_204,property_type_204,service_type_204,lease_start_date_204,lease_end_date_204,vendor_id_204,manager_name_204,unit_count_204,is_active_204,external_ref_id_204,notes_204,occupancy_status_204,created_date_204,internal_row_id_204,data_source_system_204
facility_id_205,facility_name_205,legacy_system_id_205,property_type_205,service_type_205,lease_start_date_205,lease_end_date_205,vendor_id_205,manager_name_205,unit_count_205,is_active_205,external_ref_id_205,notes_205,occupancy_status_205,created_date_205,internal_row_id_205,data_source_system_205
facility_id_206,facility_name_206,legacy_system_id_206,property_type_206,service_type_206,lease_start_date_206,lease_end_date_206,vendor_id_206,manager_name_206,unit_count_206,is_active_206,external_ref_id_206,notes_206,occupancy_status_206,created_date_206,internal_row_id_206,data_source_system_206
facility_id_207,facility_name_207,legacy_system_id_207,property_type_207,service_type_207,lease_start_date_207,lease_end_date_207,vendor_id_207,manager_name_207,unit_count_207,is_active_207,external_ref_id_207,notes_207,occupancy_status_207,created_date_207,internal_row_id_207,data_source_system_207
facility_id_208,facility_name_208,legacy_system_id_208,property_type_208,service_type_208,lease_start_date_208,lease_end_date_208,vendor_id_208,manager_name_208,unit_count_208,is_active_208,external_ref_id_208,notes_208,occupancy_status_208,created_date_208,internal_row_id_208,data_source_system_208
facility_id_209,facility_name_209,legacy_system_id_209,property_type_209,service_type_209,lease_start_date_209,lease_end_date_209,vendor_id_209,manager_name_209,unit_count_209,is_active_209,external_ref_id_209,notes_209,occupancy_status_209,created_date_209,internal_row_id_209,data_source_system_209
facility_id_210,facility_name_210,legacy_system_id_210,property_type_210,service_type_210,lease_start_date_210,lease_end_date_210,vendor_id_210,manager_name_210,unit_count_210,is_active_210,external_ref_id_210,notes_210,occupancy_status_210,created_date_210,internal_row_id_210,data_source_system_210
facility_id_211,facility_name_211,legacy_system_id_211,property_type_211,service_type_211,lease_start_date_211,lease_end_date_211,vendor_id_211,manager_name_211,unit_count_211,is_active_211,external_ref_id_211,notes_211,occupancy_status_211,created_date_211,internal_row_id_211,data_source_system_211
facility_id_212,facility_name_212,legacy_system_id_212,property_type_212,service_type_212,lease_start_date_212,lease_end_date_212,vendor_id_212,manager_name_212,unit_count_212,is_active_212,external_ref_id_212,notes_212,occupancy_status_212,created_date_212,internal_row_id_212,data_source_system_212
facility_id_213,facility_name_213,legacy_system_id_213,property_type_213,service_type_213,lease_start_date_213,lease_end_date_213,vendor_id_213,manager_name_213,unit_count_213,is_active_213,external_ref_id_213,notes_213,occupancy_status_213,created_date_213,internal_row_id_213,data_source_system_213
facility_id_214,facility_name_214,legacy_system_id_214,property_type_214,service_type_214,lease_start_date_214,lease_end_date_214,vendor_id_214,manager_name_214,unit_count_214,is_active_214,external_ref_id_214,notes_214,occupancy_status_214,created_date_214,internal_row_id_214,data_source_system_214
